employee_id,monthly_salary,month_year
365,46478,2026-03-01
365,46478,2026-04-01
366,35353,2025-06-01
366,38605,2025-07-01
366,38605,2025-08-01
366,38605,2025-09-01
366,38605,2025-10-01
366,38605,2025-11-01
366,38605,2025-12-01
366,40150,2026-01-01
366,40150,2026-02-01
366,40150,2026-03-01
366,40150,2026-04-01
367,36767,2026-04-01
368,35353,2025-08-01
368,38605,2025-09-01
368,38605,2025-10-01
368,38605,2025-11-01
368,38605,2025-12-01
368,40150,2026-01-01
368,40150,2026-02-01
368,40150,2026-03-01
368,40150,2026-04-01
369,34282,2025-10-01
369,37435,2025-11-01
369,37435,2025-12-01
369,38933,2026-01-01
369,38933,2026-02-01
369,38933,2026-03-01
369,38933,2026-04-01
370,35353,2025-05-01
370,38605,2025-06-01
370,38605,2025-07-01
370,38605,2025-08-01
370,38605,2025-09-01
370,38605,2025-10-01
370,38605,2025-11-01
370,38605,2025-12-01
370,40150,2026-01-01
370,40150,2026-02-01
370,40150,2026-03-01
370,40150,2026-04-01
371,34871,2024-12-01
371,36266,2025-01-01
371,36266,2025-02-01
371,36266,2025-03-01
371,36266,2025-04-01
371,36266,2025-05-01
371,36266,2025-06-01
371,36266,2025-07-01
371,36266,2025-08-01
371,36266,2025-09-01
371,36266,2025-10-01
371,36266,2025-11-01
371,40536,2025-12-01
371,42157,2026-01-01
371,42157,2026-02-01
371,42157,2026-03-01
371,42157,2026-04-01
372,27733,2023-06-01
372,30285,2023-07-01
372,30285,2023-08-01
372,30285,2023-09-01
372,30285,2023-10-01
372,30285,2023-11-01
372,30285,2023-12-01
372,31496,2024-01-01
372,31496,2024-02-01
372,31496,2024-03-01
372,31496,2024-04-01
372,31496,2024-05-01
372,31496,2024-06-01
372,38977,2024-07-01
372,38977,2024-08-01
372,38977,2024-09-01
372,38977,2024-10-01
372,38977,2024-11-01
372,38977,2024-12-01
372,40536,2025-01-01
372,40536,2025-02-01
372,40536,2025-03-01
372,40536,2025-04-01
372,40536,2025-05-01
372,40536,2025-06-01
372,42562,2025-07-01
372,42562,2025-08-01
372,42562,2025-09-01
372,42562,2025-10-01
372,42562,2025-11-01
372,42562,2025-12-01
372,44265,2026-01-01
372,44265,2026-02-01
372,44265,2026-03-01
372,44265,2026-04-01
373,33993,2024-02-01
373,37121,2024-03-01
373,37121,2024-04-01
373,37121,2024-05-01
373,37121,2024-06-01
373,37121,2024-07-01
373,37121,2024-08-01
373,37121,2024-09-01
373,37121,2024-10-01
373,37121,2024-11-01
373,37121,2024-12-01
373,38605,2025-01-01
373,38605,2025-02-01
373,42157,2025-03-01
373,42157,2025-04-01
373,42157,2025-05-01
373,42157,2025-06-01
373,42157,2025-07-01
373,42157,2025-08-01
373,42157,2025-09-01
373,42157,2025-10-01
374,33993,2024-11-01
374,37121,2024-12-01
374,38605,2025-01-01
374,38605,2025-02-01
374,38605,2025-03-01
374,38605,2025-04-01
374,38605,2025-05-01
374,38605,2025-06-01
374,38605,2025-07-01
374,38605,2025-08-01
374,38605,2025-09-01
374,38605,2025-10-01
374,38605,2025-11-01
374,42157,2025-12-01
374,43843,2026-01-01
374,43843,2026-02-01
374,43843,2026-03-01
374,43843,2026-04-01
375,35353,2025-07-01
375,38605,2025-08-01
375,38605,2025-09-01
375,38605,2025-10-01
375,38605,2025-11-01
375,38605,2025-12-01
375,40150,2026-01-01
375,40150,2026-02-01
375,40150,2026-03-01
375,40150,2026-04-01
376,35353,2025-05-01
376,38605,2025-06-01
376,38605,2025-07-01
376,38605,2025-08-01
376,38605,2025-09-01
376,38605,2025-10-01
376,38605,2025-11-01
376,38605,2025-12-01
376,40150,2026-01-01
376,40150,2026-02-01
376,40150,2026-03-01
376,40150,2026-04-01
377,35353,2025-05-01
377,38605,2025-06-01
377,38605,2025-07-01
377,38605,2025-08-01
377,38605,2025-09-01
377,38605,2025-10-01
377,38605,2025-11-01
377,38605,2025-12-01
377,40150,2026-01-01
377,40150,2026-02-01
377,40150,2026-03-01
377,40150,2026-04-01
378,33210,2025-06-01
378,36266,2025-07-01
378,36266,2025-08-01
378,36266,2025-09-01
378,36266,2025-10-01
378,36266,2025-11-01
378,36266,2025-12-01
379,35353,2025-10-01
379,38605,2025-11-01
379,38605,2025-12-01
379,40150,2026-01-01
379,40150,2026-02-01
379,40150,2026-03-01
379,40150,2026-04-01
380,31429,2022-06-01
380,34320,2022-07-01
380,34320,2022-08-01
380,34320,2022-09-01
380,34320,2022-10-01
380,34320,2022-11-01
380,34320,2022-12-01
380,35693,2023-01-01
380,35693,2023-02-01
380,35693,2023-03-01
380,35693,2023-04-01
380,35693,2023-05-01
380,35693,2023-06-01
380,38977,2023-07-01
380,38977,2023-08-01
380,38977,2023-09-01
380,38977,2023-10-01
380,38977,2023-11-01
380,38977,2023-12-01
380,40536,2024-01-01
380,40536,2024-02-01
380,40536,2024-03-01
380,40536,2024-04-01
380,40536,2024-05-01
380,40536,2024-06-01
380,44265,2024-07-01
380,44265,2024-08-01
380,44265,2024-09-01
380,44265,2024-10-01
380,44265,2024-11-01
380,44265,2024-12-01
380,46035,2025-01-01
380,46035,2025-02-01
380,46035,2025-03-01
381,31429,2022-05-01
381,34320,2022-06-01
381,34320,2022-07-01
381,34320,2022-08-01
381,34320,2022-09-01
381,34320,2022-10-01
381,34320,2022-11-01
381,34320,2022-12-01
381,35693,2023-01-01
381,35693,2023-02-01
381,35693,2023-03-01
381,35693,2023-04-01
382,35353,2025-04-01
382,38605,2025-05-01
382,38605,2025-06-01
382,38605,2025-07-01
382,38605,2025-08-01
382,38605,2025-09-01
382,38605,2025-10-01
382,38605,2025-11-01
382,38605,2025-12-01
382,40150,2026-01-01
382,40150,2026-02-01
382,40150,2026-03-01
382,40150,2026-04-01
383,36767,2026-01-01
383,40150,2026-02-01
383,40150,2026-03-01
383,40150,2026-04-01
384,33993,2024-07-01
384,37121,2024-08-01
384,37121,2024-09-01
384,37121,2024-10-01
384,37121,2024-11-01
384,37121,2024-12-01
384,38605,2025-01-01
384,38605,2025-02-01
384,38605,2025-03-01
384,38605,2025-04-01
384,38605,2025-05-01
384,38605,2025-06-01
384,38605,2025-07-01
384,42157,2025-08-01
384,42157,2025-09-01
384,42157,2025-10-01
384,42157,2025-11-01
384,42157,2025-12-01
384,43843,2026-01-01
384,43843,2026-02-01
384,43843,2026-03-01
384,43843,2026-04-01
386,35353,2025-05-01
386,38605,2025-06-01
386,38605,2025-07-01
386,38605,2025-08-01
386,38605,2025-09-01
386,38605,2025-10-01
386,38605,2025-11-01
386,38605,2025-12-01
386,40150,2026-01-01
386,40150,2026-02-01
386,40150,2026-03-01
386,40150,2026-04-01
387,34282,2025-04-01
387,37435,2025-05-01
387,37435,2025-06-01
387,37435,2025-07-01
387,37435,2025-08-01
387,37435,2025-09-01
387,37435,2025-10-01
387,37435,2025-11-01
387,37435,2025-12-01
387,38933,2026-01-01
387,38933,2026-02-01
387,38933,2026-03-01
387,38933,2026-04-01
388,33993,2024-11-01
388,37121,2024-12-01
388,38605,2025-01-01
388,38605,2025-02-01
388,38605,2025-03-01
388,38605,2025-04-01
388,38605,2025-05-01
388,38605,2025-06-01
388,38605,2025-07-01
388,38605,2025-08-01
388,38605,2025-09-01
388,38605,2025-10-01
388,38605,2025-11-01
388,42157,2025-12-01
388,43843,2026-01-01
388,43843,2026-02-01
388,43843,2026-03-01
388,43843,2026-04-01
389,33993,2024-07-01
389,37121,2024-08-01
389,37121,2024-09-01
389,37121,2024-10-01
389,37121,2024-11-01
389,37121,2024-12-01
389,38605,2025-01-01
389,38605,2025-02-01
389,38605,2025-03-01
389,38605,2025-04-01
389,38605,2025-05-01
389,38605,2025-06-01
389,38605,2025-07-01
389,42157,2025-08-01
389,42157,2025-09-01
389,42157,2025-10-01
389,42157,2025-11-01
389,42157,2025-12-01
389,43843,2026-01-01
389,43843,2026-02-01
389,43843,2026-03-01
389,43843,2026-04-01
390,27733,2023-04-01
390,30285,2023-05-01
390,30285,2023-06-01
390,30285,2023-07-01
390,30285,2023-08-01
390,30285,2023-09-01
390,30285,2023-10-01
390,30285,2023-11-01
390,30285,2023-12-01
390,31496,2024-01-01
390,31496,2024-02-01
390,31496,2024-03-01
390,31496,2024-04-01
390,38977,2024-05-01
390,38977,2024-06-01
390,38977,2024-07-01
390,38977,2024-08-01
390,38977,2024-09-01
390,38977,2024-10-01
390,38977,2024-11-01
390,38977,2024-12-01
390,40536,2025-01-01
390,40536,2025-02-01
390,40536,2025-03-01
390,40536,2025-04-01
390,42562,2025-05-01
390,42562,2025-06-01
390,42562,2025-07-01
390,42562,2025-08-01
390,42562,2025-09-01
390,42562,2025-10-01
390,42562,2025-11-01
390,42562,2025-12-01
390,44265,2026-01-01
390,44265,2026-02-01
390,44265,2026-03-01
390,44265,2026-04-01
391,31695,2023-03-01
391,34611,2023-04-01
391,34611,2023-05-01
391,34611,2023-06-01
391,34611,2023-07-01
391,34611,2023-08-01
391,34611,2023-09-01
391,34611,2023-10-01
391,34611,2023-11-01
391,34611,2023-12-01
391,35996,2024-01-01
391,35996,2024-02-01
391,35996,2024-03-01
391,39307,2024-04-01
391,39307,2024-05-01
391,39307,2024-06-01
391,39307,2024-07-01
391,39307,2024-08-01
391,39307,2024-09-01
391,39307,2024-10-01
391,39307,2024-11-01
391,39307,2024-12-01
391,40880,2025-01-01
391,40880,2025-02-01
391,40880,2025-03-01
391,44640,2025-04-01
391,44640,2025-05-01
391,44640,2025-06-01
391,44640,2025-07-01
391,44640,2025-08-01
391,44640,2025-09-01
391,44640,2025-10-01
391,44640,2025-11-01
391,44640,2025-12-01
391,46426,2026-01-01
391,46426,2026-02-01
391,46426,2026-03-01
391,46478,2026-04-01
392,30903,2024-11-01
392,33746,2024-12-01
392,35096,2025-01-01
392,35096,2025-02-01
392,35096,2025-03-01
392,35096,2025-04-01
392,35096,2025-05-01
392,35096,2025-06-01
392,35096,2025-07-01
392,35096,2025-08-01
392,35096,2025-09-01
392,35096,2025-10-01
392,35096,2025-11-01
392,40536,2025-12-01
392,42157,2026-01-01
392,42157,2026-02-01
392,42157,2026-03-01
392,42157,2026-04-01
393,35353,2025-12-01
393,40150,2026-01-01
393,40150,2026-02-01
393,40150,2026-03-01
393,40150,2026-04-01
394,30220,2021-08-01
394,33000,2021-09-01
394,33000,2021-10-01
394,33000,2021-11-01
394,33000,2021-12-01
394,34320,2022-01-01
394,34320,2022-02-01
394,34320,2022-03-01
394,34320,2022-04-01
394,34320,2022-05-01
394,34320,2022-06-01
394,34320,2022-07-01
394,34320,2022-08-01
394,37477,2022-09-01
394,37477,2022-10-01
394,37477,2022-11-01
394,37477,2022-12-01
394,38977,2023-01-01
394,38977,2023-02-01
394,38977,2023-03-01
394,38977,2023-04-01
394,38977,2023-05-01
394,38977,2023-06-01
394,38977,2023-07-01
394,38977,2023-08-01
394,42562,2023-09-01
394,42562,2023-10-01
394,42562,2023-11-01
394,42562,2023-12-01
394,44265,2024-01-01
394,44265,2024-02-01
394,44265,2024-03-01
394,44265,2024-04-01
394,44265,2024-05-01
394,44265,2024-06-01
394,44265,2024-07-01
394,44265,2024-08-01
394,42972,2024-09-01
394,42972,2024-10-01
394,42972,2024-11-01
394,42972,2024-12-01
394,44690,2025-01-01
394,44690,2025-02-01
394,44690,2025-03-01
394,44690,2025-04-01
394,44690,2025-05-01
394,44690,2025-06-01
394,44690,2025-07-01
394,44690,2025-08-01
394,44690,2025-09-01
394,44690,2025-10-01
394,44690,2025-11-01
394,44690,2025-12-01
394,46478,2026-01-01
394,46478,2026-02-01
394,46478,2026-03-01
394,46478,2026-04-01
395,33993,2024-07-01
395,37121,2024-08-01
395,37121,2024-09-01
395,37121,2024-10-01
395,37121,2024-11-01
395,37121,2024-12-01
395,38605,2025-01-01
395,38605,2025-02-01
395,38605,2025-03-01
395,38605,2025-04-01
395,38605,2025-05-01
395,38605,2025-06-01
395,38605,2025-07-01
395,42157,2025-08-01
395,42157,2025-09-01
395,42157,2025-10-01
395,42157,2025-11-01
395,42157,2025-12-01
395,43843,2026-01-01
395,43843,2026-02-01
395,43843,2026-03-01
395,43843,2026-04-01
396,35353,2025-04-01
396,38605,2025-05-01
396,38605,2025-06-01
396,38605,2025-07-01
396,38605,2025-08-01
396,38605,2025-09-01
396,38605,2025-10-01
396,38605,2025-11-01
396,38605,2025-12-01
397,29714,2023-12-01
397,33746,2024-01-01
397,33746,2024-02-01
397,33746,2024-03-01
397,33746,2024-04-01
397,33746,2024-05-01
397,33746,2024-06-01
397,33746,2024-07-01
397,33746,2024-08-01
397,33746,2024-09-01
397,33746,2024-10-01
397,33746,2024-11-01
397,33746,2024-12-01
397,40536,2025-01-01
397,40536,2025-02-01
397,40536,2025-03-01
397,40536,2025-04-01
397,40536,2025-05-01
397,40536,2025-06-01
397,40536,2025-07-01
397,40536,2025-08-01
397,40536,2025-09-01
397,40536,2025-10-01
397,40536,2025-11-01
397,40536,2025-12-01
397,44265,2026-01-01
397,44265,2026-02-01
397,44265,2026-03-01
397,44265,2026-04-01
398,29524,2022-05-01
398,32240,2022-06-01
398,32240,2022-07-01
398,32240,2022-08-01
398,32240,2022-09-01
398,32240,2022-10-01
398,32240,2022-11-01
398,32240,2022-12-01
398,33530,2023-01-01
398,33530,2023-02-01
398,33530,2023-03-01
398,33530,2023-04-01
398,33530,2023-05-01
398,37477,2023-06-01
398,37477,2023-07-01
398,37477,2023-08-01
398,37477,2023-09-01
398,37477,2023-10-01
398,37477,2023-11-01
398,37477,2023-12-01
398,38977,2024-01-01
398,38977,2024-02-01
398,38977,2024-03-01
398,38977,2024-04-01
398,38977,2024-05-01
398,41582,2024-06-01
398,41582,2024-07-01
398,41582,2024-08-01
398,41582,2024-09-01
398,41582,2024-10-01
398,41582,2024-11-01
398,41582,2024-12-01
398,43245,2025-01-01
398,43245,2025-02-01
398,43245,2025-03-01
399,31695,2023-03-01
399,34611,2023-04-01
399,34611,2023-05-01
399,34611,2023-06-01
399,34611,2023-07-01
399,34611,2023-08-01
399,34611,2023-09-01
399,34611,2023-10-01
399,34611,2023-11-01
399,34611,2023-12-01
399,35996,2024-01-01
399,35996,2024-02-01
399,35996,2024-03-01
399,39307,2024-04-01
399,39307,2024-05-01
399,39307,2024-06-01
399,39307,2024-07-01
399,39307,2024-08-01
399,39307,2024-09-01
399,39307,2024-10-01
399,39307,2024-11-01
399,39307,2024-12-01
399,40880,2025-01-01
399,40880,2025-02-01
399,40880,2025-03-01
399,44640,2025-04-01
399,44640,2025-05-01
399,44640,2025-06-01
399,44640,2025-07-01
399,44640,2025-08-01
399,44640,2025-09-01
399,44640,2025-10-01
399,44640,2025-11-01
399,44640,2025-12-01
399,46426,2026-01-01
399,46426,2026-02-01
399,46426,2026-03-01
399,46478,2026-04-01
400,33993,2024-10-01
400,37121,2024-11-01
400,37121,2024-12-01
400,38605,2025-01-01
400,38605,2025-02-01
400,38605,2025-03-01
400,38605,2025-04-01
400,38605,2025-05-01
400,38605,2025-06-01
400,38605,2025-07-01
400,38605,2025-08-01
400,38605,2025-09-01
400,38605,2025-10-01
400,42157,2025-11-01
400,42157,2025-12-01
400,43843,2026-01-01
400,43843,2026-02-01
400,43843,2026-03-01
400,43843,2026-04-01
401,35353,2025-02-01
401,38605,2025-03-01
401,38605,2025-04-01
401,38605,2025-05-01
401,38605,2025-06-01
401,38605,2025-07-01
401,38605,2025-08-01
401,38605,2025-09-01
401,38605,2025-10-01
401,38605,2025-11-01
401,38605,2025-12-01
401,40150,2026-01-01
401,40150,2026-02-01
401,43843,2026-03-01
401,43843,2026-04-01
402,31068,2025-03-01
402,33926,2025-04-01
402,33926,2025-05-01
402,33926,2025-06-01
402,33926,2025-07-01
402,33926,2025-08-01
402,33926,2025-09-01
402,33926,2025-10-01
402,33926,2025-11-01
402,33926,2025-12-01
402,35283,2026-01-01
402,35283,2026-02-01
402,35283,2026-03-01
402,42157,2026-04-01
403,35353,2025-05-01
403,38605,2025-06-01
403,38605,2025-07-01
403,38605,2025-08-01
403,38605,2025-09-01
403,38605,2025-10-01
403,38605,2025-11-01
403,38605,2025-12-01
403,40150,2026-01-01
403,40150,2026-02-01
403,40150,2026-03-01
403,40150,2026-04-01
404,32686,2023-06-01
404,35693,2023-07-01
404,35693,2023-08-01
404,35693,2023-09-01
404,35693,2023-10-01
404,35693,2023-11-01
404,35693,2023-12-01
404,37121,2024-01-01
404,37121,2024-02-01
404,37121,2024-03-01
404,37121,2024-04-01
404,37121,2024-05-01
404,37121,2024-06-01
404,40536,2024-07-01
404,40536,2024-08-01
404,40536,2024-09-01
404,40536,2024-10-01
404,40536,2024-11-01
404,40536,2024-12-01
404,42157,2025-01-01
404,42157,2025-02-01
404,42157,2025-03-01
404,42157,2025-04-01
404,42157,2025-05-01
404,42157,2025-06-01
404,46035,2025-07-01
404,46035,2025-08-01
404,46035,2025-09-01
404,46035,2025-10-01
404,46035,2025-11-01
404,46035,2025-12-01
404,47877,2026-01-01
404,47877,2026-02-01
404,47877,2026-03-01
404,47877,2026-04-01
405,30220,2021-10-01
405,33000,2021-11-01
405,33000,2021-12-01
405,34320,2022-01-01
405,34320,2022-02-01
405,34320,2022-03-01
405,34320,2022-04-01
407,35353,2025-05-01
407,38605,2025-06-01
407,38605,2025-07-01
407,38605,2025-08-01
407,38605,2025-09-01
407,38605,2025-10-01
407,38605,2025-11-01
407,38605,2025-12-01
407,40150,2026-01-01
407,40150,2026-02-01
407,40150,2026-03-01
407,40150,2026-04-01
408,33993,2024-04-01
408,37121,2024-05-01
408,37121,2024-06-01
408,37121,2024-07-01
408,37121,2024-08-01
408,37121,2024-09-01
408,37121,2024-10-01
408,37121,2024-11-01
408,37121,2024-12-01
408,38605,2025-01-01
408,38605,2025-02-01
408,38605,2025-03-01
408,38605,2025-04-01
408,42157,2025-05-01
408,42157,2025-06-01
408,42157,2025-07-01
408,42157,2025-08-01
408,42157,2025-09-01
408,42157,2025-10-01
408,42157,2025-11-01
408,42157,2025-12-01
408,43843,2026-01-01
408,43843,2026-02-01
408,43843,2026-03-01
408,43843,2026-04-01
409,36767,2026-03-01
409,40150,2026-04-01
410,36767,2026-04-01
411,35353,2025-03-01
411,38605,2025-04-01
411,38605,2025-05-01
411,38605,2025-06-01
411,38605,2025-07-01
411,38605,2025-08-01
411,38605,2025-09-01
411,38605,2025-10-01
411,38605,2025-11-01
411,38605,2025-12-01
411,40150,2026-01-01
411,40150,2026-02-01
411,40150,2026-03-01
411,43843,2026-04-01
412,33993,2024-09-01
412,37121,2024-10-01
412,37121,2024-11-01
412,37121,2024-12-01
412,38605,2025-01-01
412,38605,2025-02-01
412,38605,2025-03-01
412,38605,2025-04-01
412,38605,2025-05-01
412,38605,2025-06-01
412,38605,2025-07-01
412,38605,2025-08-01
412,38605,2025-09-01
412,42157,2025-10-01
412,42157,2025-11-01
412,42157,2025-12-01
412,43843,2026-01-01
412,43843,2026-02-01
412,43843,2026-03-01
412,43843,2026-04-01
413,33210,2025-07-01
413,36266,2025-08-01
413,36266,2025-09-01
413,36266,2025-10-01
413,36266,2025-11-01
413,36266,2025-12-01
413,37716,2026-01-01
413,37716,2026-02-01
413,37716,2026-03-01
413,37716,2026-04-01
414,32686,2023-10-01
414,35693,2023-11-01
414,35693,2023-12-01
414,37121,2024-01-01
414,37121,2024-02-01
414,37121,2024-03-01
414,37121,2024-04-01
414,37121,2024-05-01
414,37121,2024-06-01
414,37121,2024-07-01
414,37121,2024-08-01
414,37121,2024-09-01
414,37121,2024-10-01
415,35353,2025-01-01
415,38605,2025-02-01
415,38605,2025-03-01
415,38605,2025-04-01
415,38605,2025-05-01
415,38605,2025-06-01
415,38605,2025-07-01
415,38605,2025-08-01
415,38605,2025-09-01
416,36767,2026-04-01
417,32139,2025-01-01
417,35096,2025-02-01
417,35096,2025-03-01
417,35096,2025-04-01
417,35096,2025-05-01
417,35096,2025-06-01
417,35096,2025-07-01
417,35096,2025-08-01
417,35096,2025-09-01
417,35096,2025-10-01
417,35096,2025-11-01
417,35096,2025-12-01
417,36500,2026-01-01
417,42157,2026-02-01
417,42157,2026-03-01
417,42157,2026-04-01
418,30220,2021-04-01
418,33000,2021-05-01
418,33000,2021-06-01
418,33000,2021-07-01
418,33000,2021-08-01
418,33000,2021-09-01
418,33000,2021-10-01
418,33000,2021-11-01
418,33000,2021-12-01
418,34320,2022-01-01
418,34320,2022-02-01
418,34320,2022-03-01
418,34320,2022-04-01
418,37477,2022-05-01
418,37477,2022-06-01
418,37477,2022-07-01
418,37477,2022-08-01
418,37477,2022-09-01
418,37477,2022-10-01
419,35353,2025-01-01
419,38605,2025-02-01
419,38605,2025-03-01
419,38605,2025-04-01
419,38605,2025-05-01
419,38605,2025-06-01
419,38605,2025-07-01
419,38605,2025-08-01
419,38605,2025-09-01
419,38605,2025-10-01
419,38605,2025-11-01
419,38605,2025-12-01
419,40150,2026-01-01
419,43843,2026-02-01
419,43843,2026-03-01
419,43843,2026-04-01
420,35353,2025-11-01
420,38605,2025-12-01
420,40150,2026-01-01
420,40150,2026-02-01
420,40150,2026-03-01
420,40150,2026-04-01
421,35353,2025-10-01
421,38605,2025-11-01
421,38605,2025-12-01
421,40150,2026-01-01
421,40150,2026-02-01
421,40150,2026-03-01
421,40150,2026-04-01
422,35353,2025-04-01
422,38605,2025-05-01
422,38605,2025-06-01
422,38605,2025-07-01
422,38605,2025-08-01
422,38605,2025-09-01
422,38605,2025-10-01
422,38605,2025-11-01
422,38605,2025-12-01
422,40150,2026-01-01
422,40150,2026-02-01
422,40150,2026-03-01
422,40150,2026-04-01
423,36767,2026-04-01
424,33993,2024-01-01
424,37121,2024-02-01
424,37121,2024-03-01
424,37121,2024-04-01
424,37121,2024-05-01
424,37121,2024-06-01
424,37121,2024-07-01
424,37121,2024-08-01
424,37121,2024-09-01
424,37121,2024-10-01
424,37121,2024-11-01
424,37121,2024-12-01
424,42157,2025-01-01
424,42157,2025-02-01
424,42157,2025-03-01
424,42157,2025-04-01
424,42157,2025-05-01
424,42157,2025-06-01
424,42157,2025-07-01
424,42157,2025-08-01
424,42157,2025-09-01
424,42157,2025-10-01
424,42157,2025-11-01
424,42157,2025-12-01
424,47877,2026-01-01
424,47877,2026-02-01
424,47877,2026-03-01
424,47877,2026-04-01
425,35353,2025-01-01
425,38605,2025-02-01
425,38605,2025-03-01
425,38605,2025-04-01
425,38605,2025-05-01
425,38605,2025-06-01
425,38605,2025-07-01
425,38605,2025-08-01
425,38605,2025-09-01
425,38605,2025-10-01
425,38605,2025-11-01
425,38605,2025-12-01
425,40150,2026-01-01
425,43843,2026-02-01
425,43843,2026-03-01
425,43843,2026-04-01
426,35353,2025-01-01
426,38605,2025-02-01
426,38605,2025-03-01
426,38605,2025-04-01
426,38605,2025-05-01
426,38605,2025-06-01
426,38605,2025-07-01
426,38605,2025-08-01
426,38605,2025-09-01
426,38605,2025-10-01
426,38605,2025-11-01
426,38605,2025-12-01
426,40150,2026-01-01
426,43843,2026-02-01
426,43843,2026-03-01
426,43843,2026-04-01
427,35353,2025-03-01
427,38605,2025-04-01
427,38605,2025-05-01
427,38605,2025-06-01
427,38605,2025-07-01
427,38605,2025-08-01
427,38605,2025-09-01
427,38605,2025-10-01
428,32686,2023-07-01
428,35693,2023-08-01
428,35693,2023-09-01
428,35693,2023-10-01
428,35693,2023-11-01
428,35693,2023-12-01
428,37121,2024-01-01
428,37121,2024-02-01
428,37121,2024-03-01
428,37121,2024-04-01
428,37121,2024-05-01
428,37121,2024-06-01
428,37121,2024-07-01
428,40536,2024-08-01
428,40536,2024-09-01
428,40536,2024-10-01
428,40536,2024-11-01
428,40536,2024-12-01
428,42157,2025-01-01
428,42157,2025-02-01
428,42157,2025-03-01
428,42157,2025-04-01
428,42157,2025-05-01
428,42157,2025-06-01
428,42157,2025-07-01
428,46035,2025-08-01
428,46035,2025-09-01
428,46035,2025-10-01
428,46035,2025-11-01
428,46035,2025-12-01
428,47877,2026-01-01
428,47877,2026-02-01
428,47877,2026-03-01
428,47877,2026-04-01
429,34539,2026-04-01
430,35353,2025-03-01
430,38605,2025-04-01
430,38605,2025-05-01
430,38605,2025-06-01
430,38605,2025-07-01
430,38605,2025-08-01
430,38605,2025-09-01
430,38605,2025-10-01
430,38605,2025-11-01
430,38605,2025-12-01
430,40150,2026-01-01
430,40150,2026-02-01
430,40150,2026-03-01
430,43843,2026-04-01
431,32686,2023-05-01
431,35693,2023-06-01
431,35693,2023-07-01
431,35693,2023-08-01
431,35693,2023-09-01
431,35693,2023-10-01
431,35693,2023-11-01
431,35693,2023-12-01
431,37121,2024-01-01
431,37121,2024-02-01
431,37121,2024-03-01
432,33993,2024-02-01
432,37121,2024-03-01
432,37121,2024-04-01
432,37121,2024-05-01
432,37121,2024-06-01
432,37121,2024-07-01
432,37121,2024-08-01
432,37121,2024-09-01
432,37121,2024-10-01
432,37121,2024-11-01
432,37121,2024-12-01
432,38605,2025-01-01
432,38605,2025-02-01
432,42157,2025-03-01
432,42157,2025-04-01
432,42157,2025-05-01
432,42157,2025-06-01
432,42157,2025-07-01
432,42157,2025-08-01
432,42157,2025-09-01
433,35353,2025-12-01
433,40150,2026-01-01
433,40150,2026-02-01
433,40150,2026-03-01
433,40150,2026-04-01
434,35353,2025-01-01
434,38605,2025-02-01
434,38605,2025-03-01
434,38605,2025-04-01
434,38605,2025-05-01
434,38605,2025-06-01
434,38605,2025-07-01
434,38605,2025-08-01
434,38605,2025-09-01
434,38605,2025-10-01
434,38605,2025-11-01
434,38605,2025-12-01
434,40150,2026-01-01
434,43843,2026-02-01
434,43843,2026-03-01
434,43843,2026-04-01
435,30705,2023-09-01
435,33530,2023-10-01
435,33530,2023-11-01
435,33530,2023-12-01
435,34871,2024-01-01
435,34871,2024-02-01
435,34871,2024-03-01
435,34871,2024-04-01
435,34871,2024-05-01
435,34871,2024-06-01
435,34871,2024-07-01
435,34871,2024-08-01
435,34871,2024-09-01
435,38977,2024-10-01
435,38977,2024-11-01
435,38977,2024-12-01
435,40536,2025-01-01
435,40536,2025-02-01
435,40536,2025-03-01
435,40536,2025-04-01
435,40536,2025-05-01
435,40536,2025-06-01
435,40536,2025-07-01
435,40536,2025-08-01
435,40536,2025-09-01
435,43245,2025-10-01
435,43245,2025-11-01
435,43245,2025-12-01
435,44975,2026-01-01
435,44975,2026-02-01
435,44975,2026-03-01
435,44975,2026-04-01
436,30220,2021-06-01
436,33000,2021-07-01
436,33000,2021-08-01
436,33000,2021-09-01
436,33000,2021-10-01
436,33000,2021-11-01
436,33000,2021-12-01
436,34320,2022-01-01
436,34320,2022-02-01
436,34320,2022-03-01
436,34320,2022-04-01
436,34320,2022-05-01
436,34320,2022-06-01
436,37477,2022-07-01
436,37477,2022-08-01
437,31068,2025-08-01
437,33926,2025-09-01
437,33926,2025-10-01
437,33926,2025-11-01
437,33926,2025-12-01
437,35283,2026-01-01
437,35283,2026-02-01
437,35283,2026-03-01
437,35283,2026-04-01
438,40150,2026-04-01
439,36767,2026-03-01
439,40150,2026-04-01
440,38605,2025-03-01
440,38605,2025-04-01
440,38605,2025-05-01
440,38605,2025-06-01
440,38605,2025-07-01
440,38605,2025-08-01
440,38605,2025-09-01
440,38605,2025-10-01
440,38605,2025-11-01
441,34282,2025-02-01
441,37435,2025-03-01
441,37435,2025-04-01
441,37435,2025-05-01
441,37435,2025-06-01
441,37435,2025-07-01
441,37435,2025-08-01
441,37435,2025-09-01
441,37435,2025-10-01
441,37435,2025-11-01
441,37435,2025-12-01
441,38933,2026-01-01
441,38933,2026-02-01
441,42515,2026-03-01
441,42515,2026-04-01
442,33993,2024-06-01
442,37121,2024-07-01
442,37121,2024-08-01
442,37121,2024-09-01
442,37121,2024-10-01
442,37121,2024-11-01
442,37121,2024-12-01
